comment,SEJ_label,PEJ_label,MRJ_label
나라가 순식간에 후진국 되는구나,1,1,1
"빨리  국회로  진입하시요,   자위권 발동하시요,,,",0,1,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,1
대통령 권한으로 할 수 있는 건 다 해보는구나.. 국가와 국민 보다 본인의 생존이 우선이라는 건 뭘 의미하는 건가.. ㅉㅉ,0,1,1
무슨 시대에 살고 있는건지 이게 나라냐,0,1,1
국민 은 괴롭히지말고 종북 인간들 국회범죄자들  간첩들만 잡아가두시길.  애꿎은 국민피해 주지마라,1,1,1
니들이 반기들고 현장 체포해라. 상식적으로 비정상이잖아,0,1,1
군대는 북으로부터 경계근무를 똑바로 서고 근무지 이탈이나 하지 마라,0,0,0
어차피 누구 하나 나가 떨어지겠네~,0,1,1
군 서울 들어와라 완전 내전 상황 돌입하겠네  감옥가기실어 계엄이라,1,1,1
신 하나회 출동하네 미친,1,1,0
우리도 아베처럼 산탄총의인있어야한다,0,1,1
막장대통령 탄핵 빨리당하고 쉬려고  지 발등을 찍었네ㅋ 넌 아웃이야 60년대도 아니고 계엄?ㅋㅋ 명분이 와닿아야지..ㅉㅉ,1,1,1
넌 진작에 내려왔어야됬어,0,1,0
대한민국이 건강해 지려면 항암치료를 해서라도 암세포를 제거해야 합니다.,0,0,1
"서울 의 겨울 인가,,,,???",0,0,0
지금 몇년도임? 내가 타임머신을 탄건가?,0,0,0
감사원장탄핵이웬말이고?민조당야,1,1,1
"경기도 어렵고 다들 힘들어 죽는데,,  경제 가 어둡네 ㅠㅠㅠ",0,0,0
내일 제대하는아들이..집에 못오는건가요?,0,0,0
여기 찬동하면 반란이다. 군인들 움직이지 마라.,0,1,1
마지막 발악...근데 어쩌냐 악수다,0,1,1
군인들은 똑바로 알고 줄서라...너네가 일을못하니 탄핵아지,1,1,1
무슨 이유로 비상계엄이냐!!..,0,0,0
코스피 더 떨어지겄네 ㅋㅋㅋ,0,0,0
한동훈이 특검 추진할까봐??겁니 쫄았나보다..ㅋㅋ,0,1,1
우와. 진짜 할말이 없다. 죽기전에는 대통령실에서 못나온다는거냐 뭐냐.,0,1,1
종북??? 너는 친일이고?? 미쳐돌아가는구먼.,1,1,1
이제 전세계가 한심하게 바라볼거임 이미 망했어 나라 망신 개쪽팔려...,1,1,1
국회의원  못모이게  문 잠구고 난리다,0,1,0
재가 계엄령이 뭔줄은 알고 하는건가??? 작계도 모르는 노 ㅁ 이???,1,1,1
돌았나 시대가 어느땐데,1,1,0
"얼토당토 안은 개엄령 예상 했다만 되도 않은거 스스로 자초하고 있네....
잘가라 윤건희 그동안 즐거웠다  ㅋㅋㅋㅋㅋ

너는 국가 반역죄야 ㅋㅋㅋㅋㅋ",1,1,1
사전투표조작 및 중국댓글조작 조사해라,0,0,0
그래 니 꼴리는대로 해라 5천만 없애고 니 따르는 5백만 정도만 남겨서 새로 시작해라,1,1,1
어   지금 2024년아닌가여?   뭐지?  시계가  거꾸로  막가네,0,0,0
"군인들 월급을 삭감하다, 너놈 국회의원들 세비 삭제 시켜라",1,1,1
이 야밤에 갑자기?도랏네...,1,1,0
시위하러 모이면 총질할판이구만,1,1,1
너도 역사에 깊게 남을 대통령이다 !!!,0,0,0
뭘~경계를 해야하고~ 뭘~대비를해야하냐?,0,0,0
누가 탱크몰고 서울오려나...,0,1,0
Mg세대 장병들이 장따라 주겠다,0,0,0
국군의 날 부터 시나리오가 다 있었구만. 미친..,1,1,1
80년대로 가는건가요.,0,0,0
경제도 안좋은데...아주 대한민국 경제  작살 내는구나,1,1,1
아시아 최악의 빈곤국가가 되는구나,1,1,1
아....내 코인.....,0,0,0
아 놔~김정은이 쳐들어온줄 알고 깜놀했네..ㅡㅡ,0,1,1
와 ㅋ 진짜 무슨 욕을 먹으려고...모든게 나락으로 가고 있다 ㅎ,1,1,1
차라리 군이 먹어라..,0,1,0
군은 흔들리지 말고 윤석열을 지지하면 안됩니다. 맹분이 전-혀 없는 계엄이요.,0,1,1
싹다 리셋하고 다시가쟈 응원한다. 이재명 깜빵가기 싫어서 법기준까지 싹다 바꾸고있는건 정상이고? 행정부 ㅈ되보라고 민생예산도 싹다 삭감한건?,1,1,1
종북 좌파들의 준동이 너무 심합니다. 불안 불안 하던 중 드디어 대통령이 비상계엄령을 선포하였군요.,1,1,1
온 국민이 기다리던 제2의 박정희가 나타났다! 국가 전복을 획책하는 좌파놈들을 척결하고 자유대한을 수호하자! 자유대한 만세!!!,1,1,1
종북세력이라고 말하는거 자체가 자격이 안되는 사람이다,1,1,1
어차피 국회에서 막힐텐데 얼마나 빡쳤으면 좀 안쓰럽다,1,0,0
계엄령 찬성 민주당 해체하라,1,1,1
민주당 종북 친북세력부터 전부 척결하라!!,1,1,1
종북 주사파 없다고 믿는 순진한 사람들이 아직도 있는 건가. 문ㅈㅐ인부터가 그거 아닌가? 제발 일거에 잡아 족쳐주시길.,1,1,1
잘했습니다 모두 쇠고랑 채우세요,0,1,1
저게 드디어 돌았구나. 탄.핵하자 술주정뱅 윤돼지,1,1,1
이제 나라가 정상으로 되겠네요 윤대통령님 감사합니다 하나님의 은혜로 성공하실겁니다,0,0,0
싹 다 때려잡아라 잘했다,1,1,1
이번에 제대로 잡아서 대한민국 다시 세우자 가자,0,0,0
삼청교육대 부활시키고  10시 통행금지 시키자...정신병자들 잡아다 삼청교육대 보내자....,1,1,1
애꿏은 청년들 밤에 잠도 못 자게 난리치는 주정뱅이 돼지는 진짜 사형해도 모자라다..,1,1,1
나이스!!! 이제 종북세력 때려잡자!!!!,1,1,1
군인들은 부당한 명령에 따르면 역사의 심판을 받는다는 것을 잊지 말아라.,0,0,1
대단하다  이시대에  ㅋㅋㅋㅋ,0,0,0
안타까워 종북세력 물리칠수 있었는데힘내라 군인들아,0,0,1
가만히 있으면 나라 개판되는데 대통령이 잘했다.,1,1,1
국민들한테 총대를 들이민다고?웃기고 자빠졌네!,1,1,1
군 장성 여러분들 당신들이 생각이 있으면 대통령 부터 끌어내리세요,1,1,1
돌았냐??청춘의 한시간을 민주주의 국가에 아무대가 없이 바쳤는데 이제와서 독재하겠다고??전두환 이후로 최초로 국민상대로 전쟁인가??,1,1,1
보수대통령은 30년 물건너갔네,0,1,1
문죄인  이죄명부터 잡아족치자,1,1,1
도무지 경제가 회복될 기미가...,0,0,0
간첩 싹 다 잡아넣자!!!,1,1,1
전두환의 후예였구나...1980년으로 돌아가네ㅋㅋㅋ,0,1,1
막장도 이런 막장이 없구만,1,1,1
화이팅! 전군지휘관회의. 간,0,0,0
저러다 총 맞는거 아냐?,0,1,1
명태 막을 방법이 없으니 이러는건가... 군바리들 정신 차리자.내일 주식장 볼 만하겠네. 전두환 보다 더 한놈이 나타났네,1,1,1
김여사가 시켰네.. 자기가 전두환인줄 ... 서율의 겨울을.찍으쇼!!,1,1,1
경찰  소방  국방  찾아다녔던 이유가  다 있었구나,0,0,0
비상계엄 요건에 맞는가? 돌아오지 못할 곳으로 직행하는구나. 후회해도 늦었다.,0,1,1
강철부대 보는데 자막가려 짜증난다 윤뚱,1,0,1
애미가 승천해서 우주에 뿌려졌나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 누가 이제 널 대통령으로 인정하냐?,1,1,1
실화냐 마지막 발악하네 진짜 잘가라,1,1,1
특활비 삭감하는 예산안 때문에 욱해서 비상계엄??,0,1,1
당신이 리더로서 열린 마음으로 담은적 있나요?,0,0,1
잘한다 윤석열  진작해야한다 전과 잡범이 야당대표를 하면서 나라를 엉망으로 만드는데 이게뭔가  반드시  공산당 뿌리를 다 도려내야한다,1,1,1
이재명부터 잡아 넣어 주세요,1,1,1
"좋다..어차피 일반국민은 일상생활 문제없으니응원한다..
종북세력 가즈아",0,1,1
윤통령 이렇게라도 대한민국 세우는데 결단함에 응원합니다!대한민국을 무너뜨리고있는 종북세력들 싹다 잡아주세요!!!,1,1,1
윤대통령님  지지합니다,0,0,0
뭐 반항하는 국민은 총으로 쏘기라도 하겠다는건가? 지금 상황 너무 황당하다,0,1,1
국군은 국민의 군대입니다. 국민의 뜻을 따라야 하며 국민의 뜻에 어긋나는 행위는 그게 누구라도 불법 구테타 입니다,0,0,0
미친거아냐 나라를 어쩌려고ㅂㅣ상계엄령이야!!!  전쟁났냐고,1,1,1
뭔가 겁나 멋있음!!!뜬금없이 대통령 당선된것이 이때를 위함이었나보다,0,0,1
2찍세 개돼지들아~~~~이게 맞냐?,1,1,1
여기에서  윤대통령 욕하는것들이 간첩이다. 이것들부터 구속해라,1,1,1
"나라가 바로 서야 한다, 적극 지지합니다, 반 국가 세력 완전 척결해야 됩니다 ,국회 해산,,,,해산해라",1,1,1
저도 윤대통령 지지합니다. 민주당 진짜 우리같은 서민들 살리는 민생을 신경써줘야 하는데 자꾸정치싸움만 관심있고 너무햐,0,0,0
"비상계엄..당연히.선포해야지..전시가.아니더라도,헌법질서.파괴하는자들과.국가.전복세력들.뿌리뽑아야한다..",0,1,1
민주당 개버드들.. 그러니까 적당히 했어야지..!!,1,1,1
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
기가 찬다북한에서 쳐 내려온 줄 알았네,1,1,1
제발 대통령 그만 두세요 ㅠㅠ,0,1,1
마지막발악입니다  궁지에몰리니ㅡㅡ,0,1,1
탄핵도 하는데계엄은 못하냐,0,1,1
이 계엄 선포로 나라경제 끝도없이 날아간다.. 외국 투자자들 전부 빠질꺼다 아주 나라경제를 말아처드셔용~안그래도 본인때문에 경제폭망인데 ㅋㅋㅋ,1,1,1
"전재ㅇ난줄알앟네 .심장마비 걸릴뻔했네 .
지잘못이지 .
거니 특검할까봐. .
겁나는가벼",0,1,1
충암하나회  미쳤나 국민들 가만 안있는다,1,1,1
전쟁도 불사하겄다는건가 참나  이걸 동참한참모들 제 정신인가,1,1,1
부정선거세력 선관위수사하고 국회해산하라,0,1,1
이제는 막장까지가는구나ㅎ그래봐야 넌깜빵이야,1,1,1
60년대임? 이게 말이되나. AI가 삶속에 스며드는 이 시대에 왜 우리나라만 꼴아박고 있는거지? 경제 외교 심지어 안보까지...진심 큰일이다.,1,0,0
하기싫으면 때려치삼  야밤에 머하는거냐,1,1,1
대한민국 망했네다 망치고있네 사람하나 잘못뽑아서,1,1,1
탱크들고 국회오냐??? 전두환 영화생각난다 ㅋㅋㅋㅋㅋㅋ,0,1,1
나라가 미쳤다 지금 24년도 맞냐,1,0,1
땅크 출동  하는 거냐???,0,0,0
헐...전두광시대냐ㅡㅡ,0,1,1
이나라를 좀먹는 파렴치한 썩열이가 마지막 발억을 한다.,1,1,1
들고 일어서야 된다 진짜..맛갔네 이거,1,1,1
우리나라 군인들은 검찰만큼 썩지않았길바랄뿐이다,1,1,1
거하게 한잔 하시고 술김에 확 저지른건가?? 맨 정신으론 할 짓이 아닌거 같은데,1,1,1
경제파탄 나요. 얼른 철회해요 ㅜㅜ,0,0,0
정치인들 잘 한다  탄핵도 해묵고 계엄도 해묵고 배터지것다,1,1,1
이거 어떻게 감당하려고???  대한민국 민주주의를 지킨게 누군지 모르는건 아니겠죠??,0,0,1
전쟁났냐? 미쳐 날뛰구나 아주,1,1,1
자다가 봉창 뚜드리네!!!,1,1,0
시대가 어느때인데 기사  내용 사실인가요?  사실이면  정말 실망이네요. 정치하는 인간들 수준하고는...,1,1,1
땅크가 광화문으로 들어오겠군,0,1,1
그래~이참에 계엄군한테 끌려 나와라,1,1,1
미친거밎지.  모지리 꼰깝을떤다,1,1,1
이제 코너에 몰린건가?,0,0,0
나라경제 말아 먹으려고 작정 했네!,1,1,1
"낼부터 회사 안가도 되는겨?학생들도 학교 안가고
다 집에 있으면 되는겨?",0,0,1
군인들을 믿는다..군인들 모지리 지시 절대 따르지말아라..오늘부로 저 인간은 대통령 아니다,1,1,1
대통령 자신이 문제인데 그걸 아직도 모르나???,0,1,1
모르겠다. 한김에 그냥 종북이들 다 죽이고 가라. 후세는 기억해줄거다,1,1,1
오늘부터 뉴스 댓글 달면 반국가세력인가요?,0,1,0
지금 북한이 문제냐? 나라 경제가 문제지,0,0,1
그시젤 노태우도 안한거야! 정신차려,0,1,1
자유헌정이 아니라 거니 모녀 지키겠지. 검사들 좋겠나?,0,1,1
제주도 무사증을 언제 까지 열어서 한국을 범죄국가로 만들거야? 무능한 정부는 정신차려라,1,1,1
제주 무사증 폐지하고 울나라가 더이상 불법체류자들이 좋아하는곳이 되는 이미지는 벗어났으면 좋겠다,0,0,1
불체자 고용 적발시 20억 벌금 때린다 하면 다 사라진다~ 당원 댓글 가지고 싸우지 말고 일이나 좀 해라,1,1,1
제주 무사증 만들어 난민 불체자 천국 만든 원희룡이 때려 잡자,1,1,1
제주에있는 중국인들을 조사해ㅡㅡ그게 더빠르겄네,0,1,1
애초에 받지 말라고 에휴,1,0,0
어마이뒤진 베트남좀 그만받아라,1,1,1
어느 국가의 불채자가 일정 숫자를 넘으면 그 해당국가 출신은 무비자 정면 중단해라!,0,1,1
제주  무비자  이제는 없에라  비자  못받을정도면  여행올 수 있나,0,1,1
남베트남군들과 베트콩들 때려잡던 시절이 그립네,0,1,1
부샤서동부릉 일대타는데 오늘22건 ㅠ길도미끄럽고  춥고  차라리 공장취직이나할까월급250정도준다는데 배달하는거보다 나은거같은디,0,0,0
제주도는 불법체류자들과 중국것들의 천국이군,1,1,1
호남 마피아가 점령한 대한민국의 암세포      선관위      민노총          MBC,1,1,1
"민노총은 노조도 자식에게 세습한다더니~좌파가 선관위장 해먹으니 공직도 세습하냐~~이래서 좌파는 그냥 기생충,  사회악이다~좌파카르텔 박멸~~",1,1,1
인천도 전라도인간들이 않아 저런 파렴치들이 놀고있는거다,1,1,1
이러니 계엄령 발령했지,0,1,1
가장 청렴해야할 선관위가 우리나라에서 가장 오염되었습니다 선관위 전반적인 수사를 해야합니다,1,1,1
정말 알수록 더러운 조직일세,1,1,1
문재앙이가 딱 더불어범죄집단 정치인을 임명한거네 더불어가 더불어했네,1,1,1
선관위 거의 법위에 군림해 있는듯ㅋㅋㅋ 미친건가,1,1,1
선관위는 부정선거 자백하고 명명백백 수사받아라!!!!!!!,1,1,1
선관위 자체가 비리덩어리인데. 부정선거. 만연하지 않았겠는가? 조사하고 사실확인 후 탄핵하자,1,1,1
부정선거 드러납니다. 핵심은 부정선거를 잡기 위한 포석입니다.,0,0,0
목 안메나?  쪽팔리게 뭐하는 짓이고?,1,1,1
빨리도 한다. 나머지도 모조리 다 잡아쳐넣어라.,1,1,1
역시 문재앙이 꿈꾸던 나라는 북한 같은 나라구나,1,1,1
대놓고 부정을 저지르는 선관위! 채용부정에 선거부정에 제대로 하는 일이 없다!,1,1,1
범죄집단 선관위는 부정선거 수사하여 짝퉁국회 해산하라,1,1,1
공직 세습 정도는껌이다 그정도가 문제가 아니다 저 집구석은 내란전복집단이다,1,1,1
사람들이  정직한 이라는 단어를 잊은지 오래된거 같다,0,0,0
코마개한 눈치보는 곰곰같으네 세자책봉한  썩어빠진 공직자 소쿠리 선관위,1,1,1
"악의 축!반드시 그 댓가를 치를거다!
나라를 망조의 길을 걷게 한 놈",1,1,1
도둑놈들 다 잡아 처넣어라,1,1,1
선관위는 갈아 엎어야 함,1,1,1
선관위 해체. 당일투표 수개표 하라.,0,1,1
이자를 처벌해야 한다 구속조사하라!불법채용 엄벌하라! 썩어빠진 선관위 국민을 상대로 사기를 치다니,1,1,1
선관위  직원모두 친 ㆍ인척 조사해라,0,1,1
이런자들에게 선거를 맡길 수 없다!!!,0,1,1
선거부정도 수사하라!!,0,0,0
애를 시작으로 싹다 잡아 들여야죠,1,1,1
"공직세습
도둑놈들~!!!",1,1,1
이러니 공명선거인지 믿을 수 있겠나,0,0,0
"기가 막힌다 진짜초법적인 위치에서 아주 온갖 짓거리들을 해왔네.
위헌,위법,내란죄는 선관위 !
그리고 민ㅈ당이지~",1,1,1
선관위가 빌런이다 다 잡아,1,1,1
"너희들 게엄령으로 군법으로 다스린다.  입법, 사법 믿고 있었지?  언릉시작해라!!!!",0,1,1
윤통의  계엄  선관위를  노린거다  체증이  내려간다  기다려라  선관위놈들아  국회안에  서식하는 도둑놈들아,1,1,1
소쿠리 사기 선거. 넌 사형이다,1,1,1
이래도 집행유예라ㅋㅋㅋ모 아니면 도지ㅋㅋ걸리면 아까운거고 안걸리면 땡큐인 인간들과 판.새ㅋㅋㅋ,1,1,1
적당한 선에서 타협 기소? 불기소처분내용 재 수사가필요한것 아니가?,0,0,0
또 검사네 진짜 검찰공화국이네,1,1,1
쓰레기차 지나가니 똥차가 오네..,1,1,0
검사들은 의사도 하고 판사도 하고 경찰도 하고 선생님도 하고 요리사도 하고 다 할수있는 라이센스 있는거 잖아요,0,0,0
또 검사야? 똥검해체되니까 여기저기 다 쑤셔넣는 중이니?,1,1,1
에휴... 그놈의 검사소리 지겹다 정말,1,1,0
검사 소리만 들어도 지겨워~,1,1,0
여가부 장관도 검사로 하지 ㅋㅋㅋㅋㅋ ioc위원도 검사 ㅋㅋㅋㅋㅋ 축협도 검사  ㅋㅋㅋㅋㅋ 국방부 장관도 검사하자,0,1,1
ㅋㅋㅋㅋㅋㅋ 이놈의 정권은 검사아니면 인물이 없나,1,1,1
썩은 검찰 천국... 이제 끝네야 할 때..,1,1,1
이나라는 검사밖에 없냐? 모지리들,1,1,1
또 검사야!대한민국 인재가 검사밖에 없나!,1,1,1
뭐가 무서워서 지들 식구 꽂아넣기 밖에 할 줄 모르나,1,1,1
또 검사냐 ㅋㅋㅋㅋㅋ 대한체육회장이랑 축구협회장도 검사 시켜라,1,1,1
그놈의 검사는 안들어가는데가없노,1,1,1
쓰레기똥차맞도못한         161마리개가짖고있다고        조고기가,1,1,0
부산 검사 출신 ㅋㅋㅋ 끗.,0,0,0
이 정부는 검사말고는 사람이 없나보다~~어이상실의 시대~~,1,1,1
2재명 잡을려면 100재명 정도는 되야지,0,1,1
별이5개랑 개장수 억장도 와르르,0,1,1
그기에 공사한 국고낭비는 왜 처벌 안하요?,0,0,0
ㄷ│ ㅈI' 진.않았어도 뱅 god 됐을듯,1,0,1
개성공단 조성한개같은  대통령놈은 누규,1,1,1
한 번에 쓰러지게 하려고 바닥 지지대를 어느정도 잘랐나.,0,1,0
하루빨리 김정은이 멱 을 따야한다,1,1,1
문죄인은 저 세금 게워내라,1,1,1
고철로 팔아 먹겠네!!ㅉㅉ,0,1,1
ㅋㅋㅋㄱㅋㅋㅋㅋ 😂😂😂😂😁ㅋㅋㅋㄱㅋㄱㅋ,0,0,0
북쪽괴뢰집단 수괴 김정은 이놈의 모가지도 잘라 버려야 국제사회에 평화가 온다,1,1,1
작업자는 뭔 죄냐. 저거 시킨 빨간돼지가 원흉이지.,1,1,1
앞으로 2~3년안에 북괴 김정은도 저 철탑 처럼 한순간에 와~르르 무너질 것이다..,1,1,1
문재인과 민주당 것들은 송전탑 작업 도와주러 올라가라.,1,1,1
"대충선생의 뻘짓을  이어받은 무현 죄앙이는 반성은 하냐?
더 많이 안줘서 그란다고라?",1,1,1
개성공단은      위대한   괴되중이의     작품입니다~~~~~~~~~~~,1,1,0
민주당은     즉시   광화문에   북한군빈소  설치해라~~~~~~~~~~,1,1,1
멍청한 것들이로구나. 멀쩡한걸 왜 철거하나. 저렇게 이념에만 집착하니 잘 살수가 없다,1,1,1
문재앙과 더블어 만진당이 좋아하는 북한은  더블어 범죄자들 몽땅  대리고 가라~~~,1,1,1
핵개중이 언제 파내어서 목포 앞바다에 버리냐? 해류타고 그렇게나 가고 싶은 북괴나 짱캐로 가게,1,1,1
먹고 살 길이 없으니까 전선 잘라 가지고 고물상에 팔아먹으려고 하는 모양이다,1,1,0
저거팔아서무기민들려구하는짓이네!!!!!,1,1,1
불쌍한북한근로자ㆍ돼지정은이죽어야인민들이산다ㆍ,0,1,1
왜 송전탑도 그냥 보란 듯이 다이너마이트 설치해서 폭파시켜 버리지 이제는 폭약도 없나 보네 도로 폭파할 때 다 써서.,1,1,1
추락한 놈이 돼정은 아니가?,1,1,1
김정은의 붕알속 정자들 북한군. 아니면 김정은이 취하는 정자들 북한군. 빨리 인민들을 저기서 구하라.,1,1,1
哎呀那个接思搜苏看书砍树舒萌梦蛋糕气味好闻,0,0,0
적이 도발할 가능성인지  아님 적을 도발하게 할 가능성인지~~,0,0,1
든든하네요. 강력한 국방만이 평화를 유지한다!!!! 국방력 힘 빼놓자는 찢의 무리는 구속이 답이다.,0,1,1
적 도발 가능성이 아니라 도발해주셨으면 하는 바람이겠지,0,1,0
합참의장 나라를 지켜라,0,0,0
적이 도발한게 아니고 내부 총질 하게 생겻다,0,1,1
중국몽 꿈꾸는 민주좌파 놈들 부들부들하겠네,1,1,1
한 녀들 군대 징병제를 즉각 시급히 시행을 해야만 한다.,1,1,1
"서쪽으로는 중국, 북쪽으로는 북한, 러시아,  남쪽으로는 존라도, 수도권도 홍어화  기타 등등  이걸 우째..",1,1,1
절라민국 출신 좌파들이 젤 싫어 하는 말이 자기네들 조국 북한을 응징하자는 말을 젤 싫어하지요,1,1,1
제대로 진상 규명해 억울하지 않게 해주세요 ㅜㅜㅠ,0,0,0
관련군바리들 모조리 수사해서 형사처벌하세요,1,1,1
또또 남자라서 죽었네 진짜 거지같은세상,1,1,1
진짜 화난다!! 이래서 아들 어떻게 군대에 보내냐??,0,1,1
"사고나서 사망했으니 손절치겠네. 그게 국군 전통아닌가? ‘데려갈 땐 국가의 아들, 죽거나 다치면 누구세요?’",1,1,1
아들들의 안전도 보장 받지 못하는데 군을 어떻게 믿고 입대 시키겠는가? 철저한 진상규명 바랍니다,0,0,0
입대하라고 할땐 내아들. 사고 나면 남의자식. 모르쇠. 거짓보고 이게 한국군대,1,1,1
제대로 된 조직이 없는 나라네요아들가진 엄마로서 남 일 같지 않아요,0,0,1
"왜  아들을 곱게 키워서군대 보내 놓으면 자꾸
죽게 만드는거야.. 
원인규명을 철저하게 해서
억울함이 없어야한다",0,0,0
야~우리아들들을   이렇게ᆢ  이것은  나라가아니다!,1,1,1
골든타임을 다 허비했네! 첨부터 119헬기를 부르지! 구조 기다리는 동안 체온유지는 잘 하였나?,0,0,1
범죄자는 헬기이송. 군인은 개죽음. 대한민국 현실,1,1,1
나라에서 아들들을 데려갔으면 잘 좀 관리하고 이런일 없게 해주세요,0,0,0
덮지마라!제대로 조사하고 파헤쳐서 진상 밝혀내라!,0,0,0
욕나온다..다리삐었다고 짐  넘긴 인간 누군지...멱살잡고 흔들고 싶네...제발 이런 사고 나지 않았으면...,1,1,1
죽을만한 사고는 아닌 것 같아 보이는데 다들 사고 대처에 어리버리 ... 당나라 군대의 훈련 모습까지 정말 한심하기 짝이 없구만~,1,1,1
중사와운전병을 구속해라,0,1,1
차에 짱박혀서 핸드폰만지던 중사시키 즉각 구속시켜라ㅡ,1,1,1
강제징병 징용이 일상인 미개국가에선 각자도생 뿐 아 보룡인은 걱정 마세요 언론과 정치계가 조장하는 실질성 없는 공포만 느끼시면 됩니다 치안 1위지만 ^^,1,1,1
"누구든 언제든지  다칠 수 있다그러나  대처가 항상 문제다
제발좀 메뉴얼 만들어  
신속하게 대처해서  재발방지해 주세요
삼가 고인의 명복을 빕니다",0,0,0
군기사건이 분명하다. 아직 이 지경인가. 국방장관은 정신 좀차려라.,1,1,1
훈련중 사망은 전시 사망과 같은겁니다. 고인의 멍복을 빌며 국가 유공으로 처리해주시고 관계자는 꼭 처벌받길 바랍니다.,0,0,0
입대전엔 국가의 아들 입대후엔 너희 아들,0,1,1
죽은 사람과 부모만 안타깝지 기사에 언급된 중사는 무조건 처벌해라,0,1,1
윗대가리들은 또 입맞추고 숨기기 급급하겠구만 ㅉㅉ 아들 있는 부모들이 도대체 뭘믿고 보내겠냐?,1,1,1
진짜 아까운 젊은 후배가 또 헛되이 죽었습니다. 언제까지 이래야 합니까..,0,0,0
아들들 안전도 보장받지 못하는 군대,0,0,0
이제 여자도 군대보내자 동덕여대생들 뭐하냐 군대라도 갔다와라,1,1,1
미쳤다고 애를 낳나 ㅋㅋㅋ 걍 망했으면 망했지 지킬필요 역시 없는나라,1,1,1
왜 이리도 눈물이 날까....  가엾은 청년. 미국에서 태어났으면. 평생 살았을텐데,0,0,1
말도 안되는 훈련상황과 사고대처 도대체 왜 그러는 겁니까? 철저하게 밝히고 경종을 울려야 합니다 삼가 고인의 명복을 빕니다,0,0,0
왜자꾸 이런일이 일어날까요???  ㅠㅠ,0,0,0
군대에서는 훈련을 중사하사상병 운전병 4명과 함께 5명이서 하나요?,0,0,1
구조 26분 지연에 다리 다쳤다고 거짓말한거 보니 수상한데,0,1,0
제대로 대처 안한 인간들 니 자식들도 똑 같이 당할것,1,1,1
올해 군 사망사고 넘 많다.철저한 진상규명후에 나라에서 평생수입 추정해서 보상금 지급해라.이런데 돈 써라.,0,0,1
부모님 마음 억장 무너지겠네 에효,0,0,1
채상병 사건도 덮는 정부인데 이번 사건도 밝혀질거라 믿는게 어이없죠 투표 잘못하면 억울한 죽음도 그냥 묻히는겁니다,0,1,1
군사망사고진상규명위원회를 없애버렸지...,0,1,1
한국남성들의 피와목숨으로 지켜진 나라. 하지만 이득보는 사람은 누구 ?,1,1,1
군인들의 개죽음 = 무능한 지휘관,1,1,1
부사관애들중에 정상인은 찾기 힘듬. 군인은 걍 걸러라 ㅋ,1,1,1
군인 목숨은 개목숨이다 군대 보내지 말고 아들도 낳지마라 ㅠ,1,1,1
"모든 훈련에 안전이 최우선입니다.꼭 지켜주세요.
귀한 아들들입니다.
삼가고인의 명복을 빕니다.",0,0,1
"철저한  진상규명 필요합니다건강할땐  ""대한의 건아,""  다치고 사망하면
""누구세요?"" 인가요",0,0,1
윤재앙시대에 젊은이들 다죽어나가노,1,1,1
신병 드라마는 아직도 진행중,0,0,1
뭐 만 하면 군인 존경? ㅋㅋㅋㅋ 절대 불가능 우리나라 남자라면 군대 현실을 아는데 그게 가능 하겠냐 ㅋㅋㅋㅋ 이거만 봐도 안다 에휴,1,1,1
군대는 왜 가냐??? 윤석열 대통령은 부동시로 병역 면제자인데. (보수당 이명박 전대통령도 병역면제)ㅋㅋㅋㅋ,0,1,1
진짜 욕 나오네위선부터 책임자처벌 해야합니다,1,1,1
가즈아 용산으로~ 가즈아 촛불추모~,0,0,1
국정조사하고 민주당 특검하고  광화문 나가면될듯,0,0,1
배우는것이 거짖이 진실이될때까지 거짖말을하라.사회생활의1번  좌우명이된 세상,0,1,1
장난하니? 전쟁나도 119 헬기 부를거니? 아미타이거 노래그만하고 정신 차려라 엄벌에 처하라,1,1,1
두보의 新安吏(신안리) 한구절이 떠오르네...天地終無情(천지종무정) 나라 일은 원래 무정한 법이다....각자 몸 조심하세요.,0,0,1
이번엔 거니라인없겠지?,0,0,0
나라는 특히 군은 인믿는게 좋다,0,0,0
이해불가!같이 움직이는데?,0,0,0
조선반도국이라서 그래....,0,1,1
사람이 고통스레 숨이 멎어 가는 동안 구조 요청 안하고 지들 빠져나갈 토의를 했다는게 인간이 할 짓이니???,1,1,1
윤이 해병대건처럼 또 덮나?,0,1,1
"육군 병사를 아이라 부르나?초등생이하 어린이를
아이라부르지 않나",0,1,1
죄명아  특검 접수해라,0,1,1
산은아무나올랏다내려가는곳아닌데~~~~거긴교회다니는사람주로가고~~~~뚱뚱한사람은위험하지~~~~날씬한사람도~~~목숨조심조심다니는데~~~,0,1,1
"왜~~도대체 자꾸 이런일이 생기는지
억장이 무너지네요  
이건 지휘관들의 근무태만이며
인재입니다
반드시 처벌받아 아기병사의 억울함을 
풀어주세요~",0,0,1
